,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1478469593115025415,1478469593115025415,1641329594000.0,2022-01-04 15:53:14,-0500,,"Buch von Klaus Schwab: Covid-19 Der große Umbruch #WEF (Buchtitel könnte man recherchieren!) Ein Mensch, den die Mächtigen der Welt gern und oft besuchen",de,['wef'],[],10318452,10318452,hhs,HansHeinrich Schuler,2,15,https://twitter.com/hhs/status/1478469593115025415,[],[],0,,False,0,0,0,https://twitter.com/ZentralratJuden/status/1478365428250513415,covid,,,,,,,[],,,,
1,1468685893414404100,1468685893414404100,1638996978000.0,2021-12-08 15:56:18,-0500,,Darum kommt R-Wert ja auch nicht in die Nachrichten von #ARD oder #ZDF. Meldeverzug bei Toten mit Covid-Bezug führt zu keiner Durchschnittsbildung sondern zu „Spitzenwert“,de,"['ard', 'zdf']",[],10318452,10318452,hhs,HansHeinrich Schuler,3,15,https://twitter.com/hhs/status/1468685893414404100,[],[],0,,False,0,0,0,https://twitter.com/FrankfurtZack/status/1468354752245284869,covid,,,,,,,[],,,,
2,1420471374280286208,1420471374280286208,1627501741000.0,2021-07-28 15:49:01,-0500,,"Man kann ja mal Äpfel mit Birnen vergleichen. Dann ist man Obstexperte. Bin gegen COVID-19 und oft Grippe geimpft, finde es aber nicht so toll, dass laut RKI! bei Grippe negative Wirksamkeit vorkam. Kinderlähmung nach Schluckimpfung gab es auch. @hanno",de,[],[],10318452,10318452,hhs,HansHeinrich Schuler,3,15,https://twitter.com/hhs/status/1420471374280286208,[],[],0,,False,0,0,0,https://twitter.com/hanno/status/1420081531259916291,covid,,,,,,,[],,,,
